session_id,game_id,device,source,viewed_ticket_page,added_to_cart,checkout_started,purchased
22134,15,Mobile,Direct,1,0,0,0
22135,15,Desktop,Organic,1,1,1,1
22136,15,Tablet,Email,1,0,0,0
22137,15,Mobile,Social,1,0,0,0
22138,15,Mobile,Email,1,0,0,0
22139,15,Desktop,Organic,1,0,0,0
22140,15,Mobile,Paid Search,1,0,0,0
22141,15,Desktop,Organic,1,1,1,0
22142,15,Mobile,Direct,1,0,0,0
22143,15,Mobile,Social,1,1,0,0
22144,15,Desktop,Organic,1,1,1,1
22145,15,Desktop,Social,1,1,0,0
22146,15,Mobile,Paid Search,1,1,0,0
22147,15,Mobile,Social,1,0,0,0
22148,15,Mobile,Email,1,1,0,0
22149,15,Mobile,Organic,1,0,0,0
22150,15,Desktop,Social,1,0,0,0
22151,15,Mobile,Direct,1,1,1,1
22152,15,Mobile,Email,1,0,0,0
22153,15,Desktop,Paid Search,1,1,1,1
22154,15,Mobile,Direct,1,0,0,0
22155,15,Mobile,Paid Search,1,0,0,0
22156,15,Desktop,Email,1,0,0,0
22157,15,Mobile,Paid Search,1,0,0,0
22158,15,Desktop,Direct,1,0,0,0
22159,15,Mobile,Organic,1,1,1,1
22160,15,Desktop,Paid Search,1,0,0,0
22161,15,Mobile,Organic,1,1,1,1
22162,15,Desktop,Email,1,1,1,0
22163,15,Desktop,Email,1,1,1,1
22164,15,Mobile,Paid Search,1,0,0,0
22165,15,Mobile,Organic,1,1,1,0
22166,15,Mobile,Paid Search,1,0,0,0
22167,15,Mobile,Paid Search,1,0,0,0
22168,15,Mobile,Email,1,1,1,1
22169,15,Desktop,Direct,1,1,0,0
22170,15,Mobile,Email,1,0,0,0
22171,15,Desktop,Paid Search,1,0,0,0
22172,15,Mobile,Email,1,0,0,0
22173,15,Mobile,Email,1,0,0,0
22174,15,Mobile,Paid Search,1,1,0,0
22175,15,Mobile,Social,1,1,1,1
22176,15,Mobile,Social,1,0,0,0
22177,15,Mobile,Paid Search,1,1,1,0
22178,15,Mobile,Direct,1,1,1,1
22179,15,Mobile,Social,1,0,0,0
22180,15,Mobile,Paid Search,1,1,1,1
22181,15,Mobile,Email,1,0,0,0
22182,15,Mobile,Organic,1,1,1,1
22183,15,Mobile,Direct,1,0,0,0
22184,15,Mobile,Social,1,0,0,0
22185,15,Mobile,Paid Search,1,1,1,1
22186,15,Mobile,Direct,1,0,0,0
22187,15,Mobile,Paid Search,1,1,0,0
22188,15,Desktop,Paid Search,1,1,1,0
22189,15,Mobile,Paid Search,1,0,0,0
22190,15,Mobile,Direct,1,0,0,0
22191,15,Mobile,Organic,1,1,1,1
22192,15,Mobile,Social,1,1,0,0
22193,15,Desktop,Organic,1,0,0,0
22194,15,Desktop,Paid Search,1,0,0,0
22195,15,Mobile,Organic,1,1,1,1
22196,15,Mobile,Organic,1,0,0,0
22197,15,Mobile,Organic,1,1,0,0
22198,15,Desktop,Direct,1,1,1,0
22199,15,Mobile,Organic,1,0,0,0
22200,15,Desktop,Paid Search,1,1,0,0
22201,15,Mobile,Social,1,1,1,0
22202,15,Desktop,Email,1,0,0,0
22203,15,Mobile,Organic,1,1,0,0
22204,15,Desktop,Organic,1,0,0,0
22205,15,Mobile,Email,1,0,0,0
22206,15,Mobile,Email,1,0,0,0
22207,15,Desktop,Paid Search,1,1,0,0
22208,15,Mobile,Direct,1,1,1,1
22209,15,Tablet,Email,1,1,1,1
22210,15,Mobile,Social,1,0,0,0
22211,15,Mobile,Social,1,1,1,1
22212,15,Mobile,Paid Search,1,0,0,0
22213,15,Mobile,Paid Search,1,0,0,0
22214,15,Desktop,Social,1,1,0,0
22215,15,Mobile,Paid Search,1,0,0,0
22216,15,Mobile,Social,1,0,0,0
22217,15,Desktop,Email,1,0,0,0
22218,15,Desktop,Paid Search,1,0,0,0
22219,15,Mobile,Direct,1,1,0,0
22220,15,Mobile,Email,1,0,0,0
22221,15,Desktop,Social,1,0,0,0
22222,15,Tablet,Email,1,1,0,0
22223,15,Mobile,Organic,1,1,0,0
22224,15,Desktop,Email,1,0,0,0
22225,15,Desktop,Social,1,0,0,0
22226,15,Desktop,Email,1,0,0,0
22227,15,Desktop,Paid Search,1,1,1,1
22228,15,Desktop,Organic,1,1,1,0
22229,15,Mobile,Email,1,1,1,0
22230,15,Desktop,Email,1,0,0,0
22231,15,Tablet,Email,1,0,0,0
22232,15,Mobile,Social,1,1,1,1
22233,15,Mobile,Social,1,1,1,1
22234,15,Desktop,Paid Search,1,1,1,1
22235,15,Mobile,Direct,1,1,1,0
22236,15,Mobile,Paid Search,1,1,0,0
22237,15,Desktop,Social,1,1,1,1
22238,15,Mobile,Direct,1,1,0,0
22239,15,Mobile,Social,1,0,0,0
22240,15,Mobile,Social,1,1,0,0
22241,15,Mobile,Paid Search,1,0,0,0
22242,15,Desktop,Direct,1,0,0,0
22243,15,Mobile,Organic,1,0,0,0
22244,15,Desktop,Organic,1,1,1,0
22245,15,Mobile,Organic,1,1,1,1
22246,15,Mobile,Paid Search,1,0,0,0
22247,15,Mobile,Direct,1,0,0,0
22248,15,Desktop,Email,1,0,0,0
22249,15,Tablet,Paid Search,1,1,0,0
22250,15,Tablet,Social,1,1,1,1
22251,15,Desktop,Organic,1,0,0,0
22252,15,Mobile,Organic,1,1,1,1
22253,15,Desktop,Paid Search,1,0,0,0
22254,15,Desktop,Email,1,0,0,0
22255,15,Desktop,Direct,1,1,1,1
22256,15,Mobile,Social,1,0,0,0
22257,15,Desktop,Paid Search,1,1,1,1
22258,15,Desktop,Paid Search,1,0,0,0
22259,15,Mobile,Social,1,1,1,1
22260,15,Desktop,Organic,1,0,0,0
22261,15,Mobile,Paid Search,1,1,1,0
22262,15,Desktop,Direct,1,1,0,0
22263,15,Mobile,Paid Search,1,1,1,1
22264,15,Mobile,Email,1,1,0,0
22265,15,Desktop,Direct,1,0,0,0
22266,15,Mobile,Paid Search,1,0,0,0
22267,15,Desktop,Paid Search,1,0,0,0
22268,15,Mobile,Paid Search,1,0,0,0
22269,15,Tablet,Social,1,0,0,0
22270,15,Mobile,Paid Search,1,0,0,0
22271,15,Mobile,Email,1,0,0,0
22272,15,Mobile,Paid Search,1,0,0,0
22273,15,Mobile,Paid Search,1,1,0,0
22274,15,Desktop,Social,1,1,0,0
22275,15,Mobile,Organic,1,1,0,0
22276,15,Mobile,Organic,1,0,0,0
22277,15,Mobile,Email,1,0,0,0
22278,15,Mobile,Social,1,1,1,1
22279,15,Mobile,Paid Search,1,1,1,1
22280,15,Desktop,Direct,1,0,0,0
22281,15,Mobile,Social,1,1,1,1
22282,15,Desktop,Direct,1,0,0,0
22283,15,Desktop,Email,1,1,1,0
22284,15,Desktop,Social,1,1,1,1
22285,15,Desktop,Email,1,1,0,0
22286,15,Mobile,Social,1,1,0,0
22287,15,Desktop,Direct,1,0,0,0
22288,15,Mobile,Direct,1,1,1,1
22289,15,Mobile,Email,1,1,1,1
22290,15,Mobile,Email,1,0,0,0
22291,15,Mobile,Organic,1,0,0,0
22292,15,Mobile,Social,1,0,0,0
22293,15,Mobile,Paid Search,1,1,1,1
22294,15,Desktop,Email,1,0,0,0
22295,15,Desktop,Paid Search,1,0,0,0
22296,15,Mobile,Paid Search,1,1,1,1
22297,15,Mobile,Organic,1,0,0,0
22298,15,Mobile,Organic,1,1,0,0
22299,15,Mobile,Paid Search,1,1,0,0
22300,15,Mobile,Organic,1,1,1,1
22301,15,Mobile,Organic,1,0,0,0
22302,15,Mobile,Paid Search,1,0,0,0
22303,15,Mobile,Direct,1,0,0,0
22304,15,Tablet,Organic,1,1,1,1
22305,15,Mobile,Social,1,0,0,0
22306,15,Mobile,Social,1,1,1,1
22307,15,Mobile,Social,1,1,1,1
22308,15,Tablet,Email,1,0,0,0
22309,15,Mobile,Paid Search,1,0,0,0
22310,15,Desktop,Email,1,1,0,0
22311,15,Desktop,Organic,1,0,0,0
22312,15,Desktop,Organic,1,1,0,0
22313,15,Mobile,Social,1,0,0,0
22314,15,Tablet,Email,1,1,1,1
22315,15,Mobile,Direct,1,1,1,1
22316,15,Tablet,Organic,1,0,0,0
22317,15,Desktop,Social,1,0,0,0
22318,15,Mobile,Email,1,0,0,0
22319,15,Mobile,Social,1,0,0,0
22320,15,Mobile,Email,1,0,0,0
22321,15,Mobile,Paid Search,1,0,0,0
22322,15,Mobile,Social,1,1,1,1
22323,15,Tablet,Social,1,1,1,1
22324,15,Desktop,Organic,1,0,0,0
22325,15,Desktop,Email,1,0,0,0
22326,15,Mobile,Email,1,0,0,0
22327,15,Desktop,Organic,1,0,0,0
22328,15,Mobile,Direct,1,0,0,0
22329,15,Mobile,Social,1,1,1,1
22330,15,Desktop,Email,1,1,1,1
22331,15,Mobile,Paid Search,1,1,1,1
22332,15,Mobile,Email,1,1,1,1
22333,15,Mobile,Social,1,0,0,0
22334,15,Mobile,Organic,1,1,1,1
22335,15,Desktop,Email,1,0,0,0
22336,15,Mobile,Email,1,0,0,0
22337,15,Desktop,Organic,1,0,0,0
22338,15,Desktop,Organic,1,0,0,0
22339,15,Mobile,Paid Search,1,0,0,0
22340,15,Mobile,Social,1,1,1,1
22341,15,Mobile,Organic,1,0,0,0
22342,15,Desktop,Paid Search,1,0,0,0
22343,15,Desktop,Organic,1,0,0,0
22344,15,Mobile,Social,1,1,1,1
22345,16,Mobile,Email,1,0,0,0
22346,16,Mobile,Paid Search,1,0,0,0
22347,16,Mobile,Social,1,0,0,0
22348,16,Desktop,Paid Search,1,1,1,0
22349,16,Mobile,Email,1,0,0,0
22350,16,Desktop,Paid Search,1,0,0,0
22351,16,Desktop,Organic,1,1,1,1
22352,16,Desktop,Paid Search,1,1,1,0
22353,16,Mobile,Organic,1,0,0,0
22354,16,Mobile,Organic,1,0,0,0
22355,16,Desktop,Direct,1,1,1,1
22356,16,Tablet,Paid Search,1,0,0,0
22357,16,Desktop,Social,1,0,0,0
22358,16,Desktop,Email,1,0,0,0
22359,16,Desktop,Social,1,1,1,0
22360,16,Tablet,Organic,1,1,1,1
22361,16,Mobile,Paid Search,1,0,0,0
22362,16,Mobile,Organic,1,0,0,0
22363,16,Desktop,Paid Search,1,0,0,0
22364,16,Mobile,Social,1,0,0,0
22365,16,Desktop,Email,1,1,1,1
22366,16,Desktop,Social,1,0,0,0
22367,16,Mobile,Social,1,0,0,0
22368,16,Desktop,Paid Search,1,0,0,0
22369,16,Mobile,Direct,1,0,0,0
22370,16,Mobile,Email,1,1,1,1
22371,16,Desktop,Social,1,0,0,0
22372,16,Mobile,Paid Search,1,0,0,0
22373,16,Desktop,Paid Search,1,0,0,0
22374,16,Mobile,Direct,1,0,0,0
22375,16,Desktop,Paid Search,1,0,0,0
22376,16,Mobile,Organic,1,1,1,1
22377,16,Mobile,Email,1,0,0,0
22378,16,Mobile,Email,1,1,0,0
22379,16,Mobile,Paid Search,1,0,0,0
22380,16,Desktop,Organic,1,0,0,0
22381,16,Mobile,Social,1,0,0,0
22382,16,Desktop,Paid Search,1,1,1,1
22383,16,Mobile,Organic,1,0,0,0
22384,16,Mobile,Social,1,1,1,1
22385,16,Desktop,Paid Search,1,1,1,1
22386,16,Mobile,Organic,1,0,0,0
22387,16,Mobile,Direct,1,0,0,0
22388,16,Desktop,Social,1,1,1,1
22389,16,Mobile,Email,1,0,0,0
22390,16,Mobile,Email,1,1,1,1
22391,16,Desktop,Paid Search,1,1,1,1
22392,16,Tablet,Email,1,1,0,0
22393,16,Desktop,Social,1,0,0,0
22394,16,Desktop,Paid Search,1,0,0,0
22395,16,Mobile,Email,1,1,0,0
22396,16,Mobile,Paid Search,1,1,1,1
22397,16,Desktop,Organic,1,0,0,0
22398,16,Mobile,Paid Search,1,1,1,1
22399,16,Mobile,Social,1,1,1,1
22400,16,Desktop,Paid Search,1,1,1,1
22401,16,Mobile,Email,1,0,0,0
22402,16,Desktop,Email,1,0,0,0
22403,16,Desktop,Direct,1,0,0,0
22404,16,Mobile,Email,1,0,0,0
22405,16,Tablet,Organic,1,0,0,0
22406,16,Mobile,Organic,1,1,1,1
22407,16,Desktop,Social,1,0,0,0
22408,16,Mobile,Organic,1,0,0,0
22409,16,Mobile,Social,1,1,1,1
22410,16,Mobile,Email,1,1,1,0
22411,16,Desktop,Paid Search,1,0,0,0
22412,16,Tablet,Paid Search,1,1,0,0
22413,16,Desktop,Paid Search,1,0,0,0
22414,16,Mobile,Paid Search,1,0,0,0
22415,16,Desktop,Direct,1,1,0,0
22416,16,Mobile,Email,1,0,0,0
22417,16,Desktop,Paid Search,1,0,0,0
22418,16,Desktop,Email,1,1,1,1
22419,16,Mobile,Paid Search,1,1,0,0
22420,16,Desktop,Direct,1,1,1,1
22421,16,Mobile,Social,1,1,1,1
22422,16,Mobile,Social,1,0,0,0
22423,16,Mobile,Paid Search,1,0,0,0
22424,16,Mobile,Organic,1,0,0,0
22425,16,Mobile,Direct,1,0,0,0
22426,16,Mobile,Email,1,0,0,0
22427,16,Mobile,Email,1,0,0,0
22428,16,Mobile,Paid Search,1,0,0,0
22429,16,Mobile,Email,1,0,0,0
22430,16,Tablet,Email,1,1,1,1
22431,16,Desktop,Organic,1,0,0,0
22432,16,Desktop,Paid Search,1,0,0,0
22433,16,Mobile,Paid Search,1,1,1,1
22434,16,Desktop,Email,1,0,0,0
22435,16,Mobile,Organic,1,0,0,0
22436,16,Mobile,Social,1,0,0,0
22437,16,Mobile,Email,1,1,0,0
22438,16,Desktop,Paid Search,1,1,1,0
22439,16,Desktop,Paid Search,1,0,0,0
22440,16,Mobile,Direct,1,0,0,0
22441,16,Desktop,Email,1,0,0,0
22442,16,Mobile,Email,1,0,0,0
22443,16,Desktop,Organic,1,1,1,1
22444,16,Mobile,Organic,1,1,1,1
22445,16,Mobile,Email,1,0,0,0
22446,16,Desktop,Email,1,1,0,0
22447,16,Mobile,Social,1,1,1,1
22448,16,Mobile,Organic,1,1,1,0
22449,16,Mobile,Social,1,1,1,1
22450,16,Desktop,Paid Search,1,0,0,0
22451,16,Mobile,Paid Search,1,1,1,0
22452,16,Mobile,Email,1,0,0,0
22453,16,Mobile,Email,1,0,0,0
22454,16,Mobile,Email,1,0,0,0
22455,16,Desktop,Organic,1,1,1,1
22456,16,Desktop,Paid Search,1,1,0,0
22457,16,Desktop,Social,1,0,0,0
22458,16,Mobile,Paid Search,1,0,0,0
22459,16,Mobile,Email,1,1,0,0
22460,16,Desktop,Direct,1,1,1,1
22461,16,Desktop,Direct,1,1,1,1
22462,16,Desktop,Organic,1,1,1,1
22463,16,Desktop,Organic,1,1,1,1
22464,16,Mobile,Social,1,0,0,0
22465,16,Mobile,Organic,1,0,0,0
22466,16,Mobile,Social,1,0,0,0
22467,16,Desktop,Social,1,0,0,0
22468,16,Tablet,Organic,1,1,1,1
22469,16,Desktop,Paid Search,1,1,0,0
22470,16,Mobile,Direct,1,0,0,0
22471,16,Mobile,Paid Search,1,1,0,0
22472,16,Desktop,Social,1,0,0,0
22473,16,Desktop,Organic,1,0,0,0
22474,16,Mobile,Paid Search,1,0,0,0
22475,16,Desktop,Social,1,1,1,1
22476,16,Tablet,Social,1,0,0,0
22477,16,Mobile,Email,1,1,1,1
22478,16,Mobile,Email,1,1,1,1
22479,16,Desktop,Social,1,1,1,1
22480,16,Mobile,Email,1,0,0,0
22481,16,Mobile,Email,1,0,0,0
22482,16,Mobile,Social,1,1,1,1
22483,16,Mobile,Email,1,0,0,0
22484,16,Mobile,Social,1,1,1,1
22485,16,Desktop,Direct,1,1,0,0
22486,16,Mobile,Social,1,0,0,0
22487,16,Tablet,Email,1,0,0,0
22488,16,Mobile,Social,1,1,1,1
22489,16,Tablet,Paid Search,1,0,0,0
22490,16,Mobile,Organic,1,1,1,0
22491,16,Mobile,Social,1,0,0,0
22492,16,Mobile,Email,1,0,0,0
22493,16,Mobile,Organic,1,0,0,0
22494,16,Desktop,Email,1,1,1,1
22495,16,Desktop,Paid Search,1,0,0,0
22496,16,Mobile,Social,1,1,1,1
22497,16,Mobile,Email,1,0,0,0
22498,16,Desktop,Email,1,0,0,0
22499,16,Mobile,Paid Search,1,0,0,0
22500,16,Mobile,Email,1,1,1,1
22501,16,Mobile,Paid Search,1,0,0,0
22502,16,Mobile,Email,1,1,1,1
22503,16,Desktop,Social,1,0,0,0
22504,16,Desktop,Social,1,0,0,0
22505,16,Desktop,Organic,1,1,0,0
22506,16,Mobile,Paid Search,1,0,0,0
22507,16,Mobile,Paid Search,1,1,0,0
22508,16,Mobile,Social,1,0,0,0
22509,16,Mobile,Paid Search,1,0,0,0
22510,16,Mobile,Paid Search,1,0,0,0
22511,16,Desktop,Paid Search,1,1,1,1
22512,16,Mobile,Direct,1,1,1,1
22513,16,Desktop,Paid Search,1,0,0,0
22514,16,Desktop,Paid Search,1,1,1,1
22515,16,Mobile,Organic,1,0,0,0
22516,16,Mobile,Paid Search,1,0,0,0
22517,16,Mobile,Paid Search,1,1,0,0
22518,16,Tablet,Organic,1,0,0,0
22519,16,Mobile,Email,1,0,0,0
22520,16,Mobile,Paid Search,1,0,0,0
22521,16,Desktop,Email,1,0,0,0
22522,16,Mobile,Email,1,1,1,1
22523,16,Desktop,Social,1,0,0,0
22524,16,Mobile,Email,1,0,0,0
22525,16,Tablet,Paid Search,1,0,0,0
22526,16,Desktop,Paid Search,1,0,0,0
22527,16,Mobile,Paid Search,1,1,0,0
22528,16,Mobile,Email,1,0,0,0
22529,16,Desktop,Paid Search,1,0,0,0
22530,16,Mobile,Paid Search,1,0,0,0
22531,16,Desktop,Email,1,1,1,1
22532,16,Mobile,Paid Search,1,0,0,0
22533,16,Mobile,Direct,1,0,0,0
22534,16,Desktop,Organic,1,1,1,1
22535,16,Mobile,Social,1,0,0,0
22536,16,Desktop,Email,1,1,0,0
22537,16,Mobile,Paid Search,1,1,1,0
22538,16,Mobile,Organic,1,0,0,0
22539,16,Mobile,Paid Search,1,1,0,0
22540,16,Desktop,Direct,1,1,1,1
22541,16,Mobile,Email,1,0,0,0
22542,16,Mobile,Paid Search,1,0,0,0
22543,16,Desktop,Direct,1,0,0,0
22544,16,Mobile,Paid Search,1,0,0,0
22545,16,Desktop,Email,1,0,0,0
22546,16,Desktop,Social,1,1,0,0
22547,16,Desktop,Organic,1,0,0,0
22548,16,Mobile,Direct,1,1,1,1
22549,16,Mobile,Organic,1,0,0,0
22550,16,Desktop,Direct,1,0,0,0
22551,16,Mobile,Direct,1,1,1,1
22552,16,Desktop,Paid Search,1,0,0,0
22553,16,Desktop,Direct,1,1,1,0
22554,16,Tablet,Social,1,1,0,0
22555,16,Mobile,Email,1,1,1,1
22556,16,Mobile,Direct,1,1,0,0
22557,16,Mobile,Email,1,1,1,1
22558,16,Desktop,Paid Search,1,1,0,0
22559,16,Mobile,Organic,1,1,1,1
22560,16,Mobile,Paid Search,1,1,1,1
22561,16,Desktop,Organic,1,1,1,1
22562,16,Desktop,Direct,1,1,0,0
22563,16,Desktop,Social,1,1,1,1
22564,16,Mobile,Email,1,1,0,0
22565,16,Mobile,Paid Search,1,1,0,0
22566,16,Desktop,Email,1,1,0,0
22567,16,Desktop,Organic,1,1,1,1
22568,16,Desktop,Organic,1,0,0,0
22569,16,Mobile,Social,1,0,0,0
22570,16,Mobile,Organic,1,1,1,1
22571,16,Mobile,Direct,1,1,0,0
22572,16,Desktop,Email,1,0,0,0
22573,16,Mobile,Social,1,0,0,0
22574,16,Mobile,Paid Search,1,0,0,0
22575,16,Desktop,Email,1,0,0,0
22576,16,Mobile,Email,1,0,0,0
22577,16,Desktop,Paid Search,1,1,1,1
22578,16,Mobile,Email,1,0,0,0
22579,16,Mobile,Email,1,0,0,0
22580,16,Mobile,Paid Search,1,1,1,1
22581,16,Mobile,Social,1,0,0,0
22582,16,Desktop,Email,1,1,0,0
22583,16,Tablet,Email,1,1,1,1
22584,16,Mobile,Email,1,1,1,0
22585,16,Desktop,Organic,1,1,1,1
22586,16,Mobile,Paid Search,1,1,0,0
22587,16,Desktop,Organic,1,1,1,1
22588,16,Desktop,Organic,1,1,0,0
22589,16,Mobile,Social,1,0,0,0
22590,16,Mobile,Direct,1,1,0,0
22591,16,Mobile,Paid Search,1,0,0,0
22592,16,Desktop,Email,1,0,0,0
22593,16,Desktop,Email,1,1,1,1
22594,16,Desktop,Paid Search,1,1,0,0
22595,16,Desktop,Paid Search,1,0,0,0
22596,16,Mobile,Email,1,1,1,1
22597,16,Desktop,Paid Search,1,1,0,0
22598,16,Mobile,Paid Search,1,0,0,0
22599,16,Mobile,Email,1,1,0,0
22600,16,Desktop,Email,1,0,0,0
22601,16,Desktop,Social,1,0,0,0
22602,16,Desktop,Organic,1,0,0,0
22603,16,Mobile,Social,1,0,0,0
22604,16,Mobile,Social,1,0,0,0
22605,16,Desktop,Email,1,1,0,0
22606,16,Desktop,Organic,1,0,0,0
22607,16,Desktop,Social,1,1,1,1
22608,16,Desktop,Email,1,0,0,0
22609,16,Mobile,Direct,1,1,1,1
22610,16,Mobile,Paid Search,1,0,0,0
22611,16,Mobile,Organic,1,0,0,0
22612,16,Mobile,Direct,1,0,0,0
22613,16,Desktop,Email,1,0,0,0
22614,16,Mobile,Paid Search,1,1,1,1
22615,16,Mobile,Paid Search,1,1,1,1
22616,16,Mobile,Direct,1,1,0,0
22617,16,Desktop,Social,1,0,0,0
22618,16,Mobile,Social,1,0,0,0
22619,16,Mobile,Organic,1,0,0,0
22620,16,Mobile,Social,1,0,0,0
22621,16,Mobile,Organic,1,0,0,0
22622,16,Tablet,Email,1,1,0,0
22623,16,Desktop,Organic,1,1,1,1
22624,16,Mobile,Paid Search,1,1,0,0
22625,16,Mobile,Social,1,0,0,0
22626,16,Mobile,Direct,1,1,1,1
22627,16,Mobile,Email,1,1,1,0
22628,16,Mobile,Email,1,0,0,0
22629,16,Desktop,Social,1,1,0,0
22630,16,Mobile,Paid Search,1,1,0,0
22631,16,Mobile,Paid Search,1,1,1,1
22632,16,Mobile,Social,1,0,0,0
22633,16,Desktop,Email,1,1,1,1
22634,16,Desktop,Direct,1,0,0,0
22635,16,Desktop,Social,1,0,0,0
22636,16,Mobile,Direct,1,1,1,0
22637,16,Mobile,Email,1,0,0,0
22638,16,Mobile,Paid Search,1,0,0,0
22639,16,Mobile,Paid Search,1,0,0,0
22640,16,Mobile,Paid Search,1,0,0,0
22641,16,Desktop,Paid Search,1,0,0,0
22642,16,Mobile,Paid Search,1,1,1,1
22643,16,Desktop,Organic,1,1,0,0
22644,16,Desktop,Social,1,0,0,0
22645,16,Mobile,Organic,1,0,0,0
22646,16,Desktop,Email,1,1,1,1
22647,16,Mobile,Paid Search,1,1,1,1
22648,16,Mobile,Organic,1,1,1,0
22649,16,Mobile,Paid Search,1,1,0,0
22650,16,Desktop,Organic,1,0,0,0
22651,16,Mobile,Social,1,1,0,0
22652,16,Desktop,Paid Search,1,0,0,0
22653,16,Mobile,Direct,1,0,0,0
22654,16,Tablet,Email,1,0,0,0
22655,16,Mobile,Paid Search,1,0,0,0
22656,16,Mobile,Paid Search,1,0,0,0
22657,16,Mobile,Organic,1,1,1,1
22658,16,Mobile,Paid Search,1,0,0,0
22659,16,Mobile,Organic,1,0,0,0
22660,16,Desktop,Email,1,1,1,1
22661,16,Desktop,Direct,1,0,0,0
22662,16,Mobile,Paid Search,1,1,1,0
22663,16,Desktop,Organic,1,1,1,1
22664,16,Mobile,Direct,1,1,1,0
22665,16,Mobile,Paid Search,1,1,1,1
22666,16,Mobile,Paid Search,1,0,0,0
22667,16,Desktop,Email,1,1,1,1
22668,16,Mobile,Email,1,1,0,0
22669,16,Mobile,Paid Search,1,0,0,0
22670,16,Desktop,Paid Search,1,1,0,0
22671,16,Mobile,Social,1,0,0,0
22672,16,Mobile,Organic,1,1,0,0
22673,16,Mobile,Social,1,0,0,0
22674,16,Mobile,Email,1,0,0,0
22675,16,Desktop,Organic,1,0,0,0
22676,16,Desktop,Paid Search,1,1,1,1
22677,16,Mobile,Paid Search,1,1,0,0
22678,16,Mobile,Social,1,0,0,0
22679,16,Mobile,Direct,1,0,0,0
22680,16,Mobile,Organic,1,0,0,0
22681,16,Desktop,Paid Search,1,0,0,0
22682,16,Desktop,Paid Search,1,1,0,0
22683,16,Mobile,Social,1,0,0,0
22684,16,Mobile,Social,1,1,0,0
22685,16,Mobile,Organic,1,0,0,0
22686,16,Desktop,Email,1,1,0,0
22687,16,Desktop,Email,1,1,1,1
22688,16,Tablet,Direct,1,0,0,0
22689,16,Mobile,Paid Search,1,1,1,0
22690,16,Desktop,Social,1,1,0,0
22691,16,Desktop,Organic,1,0,0,0
22692,16,Desktop,Organic,1,1,1,1
22693,16,Mobile,Social,1,1,0,0
22694,16,Mobile,Paid Search,1,1,1,0
22695,16,Mobile,Paid Search,1,0,0,0
22696,16,Mobile,Email,1,0,0,0
22697,16,Mobile,Organic,1,0,0,0
22698,16,Mobile,Email,1,0,0,0
22699,16,Mobile,Email,1,1,0,0
22700,16,Desktop,Email,1,1,0,0
22701,16,Mobile,Social,1,1,1,1
22702,16,Desktop,Paid Search,1,0,0,0
22703,16,Mobile,Social,1,1,1,1
22704,16,Mobile,Email,1,0,0,0
22705,16,Mobile,Direct,1,1,0,0
22706,16,Mobile,Email,1,1,0,0
22707,16,Mobile,Organic,1,0,0,0
22708,16,Mobile,Organic,1,0,0,0
22709,16,Tablet,Social,1,0,0,0
22710,16,Mobile,Paid Search,1,1,1,0
22711,16,Mobile,Organic,1,0,0,0
22712,16,Mobile,Email,1,1,0,0
22713,16,Mobile,Social,1,1,1,0
22714,16,Mobile,Direct,1,1,1,1
22715,16,Tablet,Paid Search,1,0,0,0
22716,16,Mobile,Organic,1,0,0,0
22717,16,Mobile,Direct,1,1,0,0
22718,16,Desktop,Direct,1,0,0,0
22719,16,Desktop,Email,1,0,0,0
22720,16,Desktop,Email,1,0,0,0
22721,16,Desktop,Paid Search,1,0,0,0
22722,16,Tablet,Direct,1,0,0,0
22723,16,Desktop,Paid Search,1,0,0,0
22724,16,Mobile,Direct,1,1,1,0
22725,16,Tablet,Social,1,1,0,0
22726,16,Mobile,Organic,1,0,0,0
22727,16,Mobile,Organic,1,0,0,0
22728,16,Mobile,Email,1,0,0,0
22729,16,Mobile,Email,1,0,0,0
22730,16,Mobile,Email,1,1,0,0
22731,16,Mobile,Organic,1,0,0,0
22732,16,Mobile,Social,1,1,1,0
22733,16,Desktop,Email,1,1,1,1
22734,16,Mobile,Organic,1,1,0,0
22735,16,Mobile,Social,1,0,0,0
22736,16,Mobile,Paid Search,1,0,0,0
22737,16,Tablet,Organic,1,0,0,0
22738,16,Mobile,Email,1,0,0,0
22739,16,Mobile,Paid Search,1,1,1,1
22740,16,Desktop,Paid Search,1,0,0,0
22741,16,Mobile,Email,1,1,1,1
22742,16,Desktop,Paid Search,1,0,0,0
22743,16,Desktop,Paid Search,1,0,0,0
22744,16,Mobile,Social,1,1,1,1
22745,16,Mobile,Paid Search,1,1,0,0
22746,16,Desktop,Social,1,1,1,0
22747,16,Mobile,Email,1,1,0,0
22748,16,Desktop,Paid Search,1,0,0,0
22749,16,Mobile,Paid Search,1,1,0,0
22750,16,Desktop,Organic,1,0,0,0
22751,16,Desktop,Email,1,0,0,0
22752,16,Tablet,Social,1,0,0,0
22753,16,Mobile,Paid Search,1,0,0,0
22754,16,Mobile,Direct,1,1,1,0
22755,16,Mobile,Email,1,1,1,1
22756,16,Desktop,Paid Search,1,0,0,0
22757,16,Mobile,Social,1,0,0,0
22758,16,Desktop,Direct,1,0,0,0
22759,16,Mobile,Organic,1,1,0,0
22760,16,Mobile,Organic,1,0,0,0
22761,16,Tablet,Paid Search,1,1,1,0
22762,16,Tablet,Paid Search,1,0,0,0
22763,16,Mobile,Social,1,1,1,0
22764,16,Desktop,Email,1,0,0,0
